USERNAME, TIMESTAMP, ACTION, RESOURCE
tbbeard, 09/25/2015 07:05:32AM, view, system alert CA03591
mlblack, 11/13/2016 06:08:19AM, view, system alert CA03564
tbbeard, 05/03/2017 11:05:11PM, view, system alert CA03547
ttschubert, 02/15/2017 08:59:44AM, view, system alert CA03547
hqcooney, 09/13/2015 06:18:27AM, view, system alert CA03547
pdferrari, 10/26/2017 09:12:12PM, view, system alert CA03547
hflovell, 10/24/2017 06:19:15PM, view, system alert CA03547
gmgoins, 11/14/2015 03:49:53AM, view, system alert CA03547
tbbeard, 05/20/2016 03:55:56AM, view, system alert CA03547
lzkinard, 02/06/2015 03:05:44AM, view, system alert CA03547
gmgoins, 04/18/2017 03:15:51AM, view, system alert CA03547
hqcooney, 01/24/2017 02:17:42AM, view, system alert CA03547
wjloyd, 08/22/2016 02:11:21PM, view, system alert CA03547
wjloyd, 10/09/2015 01:34:47PM, view, system alert CA03547
wjloyd, 09/15/2015 07:53:50PM, view, system alert CA03547
wjloyd, 02/11/2016 06:34:16PM, view, system alert CA03547
mlblack, 02/07/2017 09:06:57PM, view, system alert CA03547
pdferrari, 06/19/2017 02:19:57PM, view, system alert CA03547
lzkinard, 08/21/2017 07:14:43AM, view, system alert CA03547
gphsu, 07/15/2015 09:36:42PM, view, system alert CA03547
wjloyd, 06/07/2016 06:22:24PM, view, system alert CA03547
tbbeard, 10/11/2017 10:47:03PM, view, system alert CA03547
hflovell, 06/08/2017 01:35:13PM, view, system alert CA03547
wjloyd, 02/17/2016 02:02:01PM, view, system alert CA03547
mnshepherd, 12/02/2017 02:17:27PM, view, system alert CA03547
hflovell, 12/27/2016 05:01:22AM, view, system alert CA03547
mlblack, 10/17/2015 02:18:07PM, view, system alert CA03547
wjloyd, 08/24/2017 05:40:37AM, view, system alert CA03547
gmgoins, 10/02/2015 07:32:24PM, view, system alert CA03547
vtaranda, 07/15/2016 10:22:17AM, view, system alert CA03547
ttschubert, 08/20/2016 03:08:04AM, view, system alert CA03547
gmgoins, 05/07/2016 01:34:52AM, view, system alert CA03547
akbonilla, 05/22/2017 11:22:03PM, view, system alert CA03547
mnshepherd, 04/16/2017 07:33:47PM, view, system alert CA03547
akbonilla, 12/13/2015 06:24:41AM, view, system alert CA03547
ttschubert, 02/27/2017 10:22:28AM, view, system alert CA03547
akbonilla, 01/12/2015 12:57:28AM, view, system alert CA03547
tbbeard, 12/13/2015 02:47:03PM, view, system alert CA03547
wjloyd, 03/24/2015 07:20:55PM, view, system alert CA03547
hqcooney, 10/20/2016 05:06:15PM, view, system alert CA03547
lzkinard, 10/07/2016 07:14:34PM, view, system alert CA03547
mnshepherd, 12/06/2015 04:10:49AM, view, system alert CA03547
tbbeard, 11/06/2016 09:20:06PM, view, system alert CA03547
akbonilla, 07/07/2017 04:00:25AM, view, system alert CA03547
ttschubert, 06/04/2015 01:01:20PM, view, system alert CA03547
mnshepherd, 04/19/2016 11:35:18AM, view, system alert CA03547
pdferrari, 04/27/2015 09:48:52PM, view, system alert CA03547
hqcooney, 10/07/2015 01:00:51AM, view, system alert CA03547
mnshepherd, 08/23/2015 10:01:30AM, view, system alert CA03547
hflovell, 11/07/2017 11:04:01AM, view, system alert CA03547
mnshepherd, 09/05/2015 06:14:54PM, view, system alert CA03547
gphsu, 09/26/2016 07:37:16AM, view, system alert CA03541
hqcooney, 08/10/2016 08:09:26PM, view, system alert CA03460
vtaranda, 03/07/2016 07:33:07AM, view, system alert CA03318
mlblack, 08/21/2015 07:13:45AM, view, system alert CA03318
mlblack, 05/02/2016 09:11:36AM, view, system alert CA03318
hflovell, 06/02/2015 06:58:42AM, view, system alert CA03318
vtaranda, 10/13/2015 05:25:34PM, view, system alert CA03318
vtaranda, 05/02/2016 04:48:21AM, view, system alert CA03276
akbonilla, 03/23/2017 11:31:10PM, view, system alert CA03276
lzkinard, 04/19/2017 07:42:49PM, view, system alert CA03276
mnshepherd, 07/25/2017 04:09:30AM, view, system alert CA03259
hqcooney, 09/17/2016 03:54:35PM, view, system alert CA03235
vtaranda, 05/23/2016 02:08:11AM, view, system alert CA03192
gmgoins, 09/13/2016 05:58:21AM, view, system alert CA03183
wjloyd, 06/09/2016 07:54:11AM, view, system alert CA03054
vtaranda, 04/09/2015 06:52:45PM, view, system alert CA03001
ttschubert, 12/07/2015 12:03:00AM, view, system alert CA02979
mnshepherd, 09/23/2017 04:47:48PM, view, system alert CA02979
tbbeard, 06/15/2017 06:27:37AM, view, system alert CA02979
gphsu, 12/13/2017 05:39:27AM, view, system alert CA02951
gmgoins, 07/15/2017 03:52:35AM, view, system alert CA02951
gmgoins, 11/16/2017 07:02:35PM, view, system alert CA02915
gphsu, 01/26/2015 06:37:28PM, view, system alert CA02901
hflovell, 05/21/2017 07:08:51AM, view, system alert CA02877
pdferrari, 10/25/2016 11:42:38AM, view, system alert CA02851
hflovell, 04/03/2015 04:41:04PM, view, system alert CA02851
ttschubert, 10/08/2016 06:11:45PM, view, system alert CA02851
mnshepherd, 02/12/2015 06:04:23AM, view, system alert CA02851
wjloyd, 08/21/2017 11:53:43AM, view, system alert CA02851
akbonilla, 02/05/2015 02:41:45AM, view, system alert CA02851
gmgoins, 03/14/2016 03:47:07PM, view, system alert CA02851
hflovell, 09/11/2015 09:19:57PM, view, system alert CA02851
tbbeard, 05/24/2017 02:59:51PM, view, system alert CA02851
tbbeard, 05/24/2017 03:37:29AM, view, system alert CA02851
mlblack, 11/13/2016 05:07:40AM, view, system alert CA02851
akbonilla, 07/01/2016 11:40:43AM, view, system alert CA02851
ttschubert, 12/23/2015 06:47:29AM, view, system alert CA02851
wjloyd, 09/18/2016 07:57:41PM, view, system alert CA02851
gphsu, 05/05/2016 05:12:46PM, view, system alert CA02851
mnshepherd, 06/01/2015 02:35:23PM, view, system alert CA02851
wjloyd, 10/12/2017 07:06:39PM, view, system alert CA02851
ttschubert, 12/01/2016 08:25:12AM, view, system alert CA02851
wjloyd, 10/27/2017 12:52:17AM, view, system alert CA02851
gphsu, 01/09/2017 07:54:14AM, view, system alert CA02851
wjloyd, 12/06/2016 03:57:42AM, view, system alert CA02851
hflovell, 01/05/2017 07:34:50AM, view, system alert CA02851
gphsu, 10/22/2017 11:12:18AM, view, system alert CA02823
mlblack, 10/01/2015 10:39:10AM, view, system alert CA02823
pdferrari, 01/13/2015 11:56:52PM, view, system alert CA02745
hqcooney, 11/03/2016 12:41:22AM, view, system alert CA02745
hqcooney, 08/02/2016 04:21:43PM, view, system alert CA02739
gphsu, 09/20/2017 06:22:31AM, view, system alert CA02733
gphsu, 06/27/2016 05:10:08PM, view, system alert CA02673
lzkinard, 11/01/2016 12:23:00PM, view, system alert CA02673
lzkinard, 07/11/2015 04:30:28AM, view, system alert CA02673
vtaranda, 02/04/2015 06:50:21AM, view, system alert CA02673
mnshepherd, 04/03/2017 03:53:28AM, view, system alert CA02673
gphsu, 09/21/2016 12:57:04AM, view, system alert CA02673
gphsu, 11/18/2016 01:57:16PM, view, system alert CA02629
lzkinard, 10/21/2015 08:31:41AM, view, system alert CA02629
hqcooney, 12/14/2017 03:36:14PM, view, system alert CA02520
mnshepherd, 08/01/2015 03:11:25AM, view, system alert CA02520
gphsu, 07/24/2016 11:15:49PM, view, system alert CA02520
mnshepherd, 10/20/2017 07:52:28AM, view, system alert CA02520
wjloyd, 09/06/2017 11:28:50PM, view, system alert CA02520
tbbeard, 01/07/2016 01:15:11AM, view, system alert CA02520
gphsu, 07/26/2016 08:29:40PM, view, system alert CA02506
lzkinard, 11/22/2017 08:41:51PM, view, system alert CA02506
tbbeard, 06/07/2017 07:21:42PM, view, system alert CA02506
hqcooney, 06/15/2016 12:34:00AM, view, system alert CA02506
tbbeard, 12/02/2015 08:12:32PM, view, system alert CA02506
lzkinard, 09/19/2016 11:52:59AM, view, system alert CA02506
lzkinard, 07/21/2015 10:16:29AM, view, system alert CA02506
wjloyd, 04/09/2015 07:35:29AM, view, system alert CA02467
mlblack, 04/23/2015 08:35:15AM, view, system alert CA02467
lzkinard, 05/25/2016 09:24:06PM, view, system alert CA02467
tbbeard, 03/23/2015 07:36:33PM, view, system alert CA02467
ttschubert, 01/23/2017 08:27:02PM, view, system alert CA02467
hqcooney, 05/18/2016 09:14:37PM, view, system alert CA02467
gphsu, 03/16/2017 05:05:42PM, view, system alert CA02467
tbbeard, 03/02/2015 03:04:41PM, view, system alert CA02436
akbonilla, 09/19/2017 03:45:40AM, view, system alert CA02387
hqcooney, 08/09/2017 11:06:46PM, view, system alert CA02340
tbbeard, 05/13/2015 08:32:44AM, view, system alert CA02294
mnshepherd, 06/18/2016 09:02:48AM, view, system alert CA02294
vtaranda, 09/12/2017 07:12:04AM, view, system alert CA02294
hflovell, 03/23/2015 09:11:36PM, view, system alert CA02294
mlblack, 06/16/2015 05:30:07PM, view, system alert CA02294
mnshepherd, 03/10/2015 05:34:34AM, view, system alert CA02294
pdferrari, 11/12/2015 07:56:23AM, view, system alert CA02294
lzkinard, 10/14/2015 08:28:02AM, view, system alert CA02294
akbonilla, 03/06/2017 04:20:51AM, view, system alert CA02294
ttschubert, 11/20/2017 02:35:18AM, view, system alert CA02294
gmgoins, 06/05/2017 05:04:40PM, view, system alert CA02294
lzkinard, 07/16/2017 05:13:03PM, view, system alert CA02294
hqcooney, 02/04/2016 07:52:07AM, view, system alert CA02294
pdferrari, 01/01/2015 12:53:46PM, view, system alert CA02294
pdferrari, 02/08/2015 09:13:22AM, view, system alert CA02294
lzkinard, 09/14/2015 07:33:29PM, view, system alert CA02294
mnshepherd, 08/21/2015 11:51:06AM, view, system alert CA02294
mlblack, 02/05/2015 06:38:34PM, view, system alert CA02294
tbbeard, 04/06/2016 02:49:57AM, view, system alert CA02294
wjloyd, 08/04/2015 01:05:33AM, view, system alert CA02294
gphsu, 06/16/2016 10:25:11PM, view, system alert CA02294
gmgoins, 08/08/2015 10:44:20PM, view, system alert CA02294
mlblack, 08/06/2016 01:44:25PM, view, system alert CA02294
gphsu, 06/02/2015 02:38:51AM, view, system alert CA02294
lzkinard, 11/22/2015 07:57:19PM, view, system alert CA02294
vtaranda, 07/25/2017 04:29:12PM, view, system alert CA02294
tbbeard, 09/14/2015 05:05:49PM, view, system alert CA02294
hqcooney, 10/22/2017 10:39:39PM, view, system alert CA02294
ttschubert, 10/14/2015 08:18:29AM, view, system alert CA02294
ttschubert, 09/21/2016 05:54:46PM, view, system alert CA02294
ttschubert, 09/14/2017 07:57:04AM, view, system alert CA02294
gmgoins, 02/07/2015 01:24:06AM, view, system alert CA02233
hqcooney, 11/05/2016 03:47:08PM, view, system alert CA02233
hflovell, 09/24/2015 04:17:55PM, view, system alert CA02233
hqcooney, 11/03/2016 07:59:53PM, view, system alert CA02233
wjloyd, 04/10/2017 01:25:17AM, view, system alert CA02213
lzkinard, 03/17/2017 02:13:03AM, view, system alert CA02213
tbbeard, 03/20/2015 07:09:46AM, view, system alert CA02213
lzkinard, 01/05/2016 10:44:11PM, view, system alert CA02213
gphsu, 03/16/2015 12:33:24PM, view, system alert CA02213
tbbeard, 10/19/2015 01:30:30AM, view, system alert CA02213
gmgoins, 06/01/2015 07:29:02AM, view, system alert CA02213
gmgoins, 01/05/2016 10:46:16AM, view, system alert CA02213
vtaranda, 06/03/2015 06:35:44AM, view, system alert CA02213
akbonilla, 12/26/2017 01:05:47AM, view, system alert CA02213
mnshepherd, 01/25/2017 04:53:58AM, view, system alert CA02213
mlblack, 03/04/2016 11:45:34PM, view, system alert CA02213
tbbeard, 03/03/2017 05:19:36AM, view, system alert CA02213
vtaranda, 10/23/2017 05:18:16AM, view, system alert CA02213
vtaranda, 04/22/2015 08:04:50AM, view, system alert CA02213
gmgoins, 10/09/2016 08:50:57PM, view, system alert CA02213
akbonilla, 04/02/2017 05:36:32PM, view, system alert CA02213
lzkinard, 01/09/2016 03:41:16AM, view, system alert CA02213
pdferrari, 06/09/2016 01:00:21AM, view, system alert CA02213
vtaranda, 11/02/2017 09:33:27PM, view, system alert CA02213
hflovell, 02/25/2016 01:27:02PM, view, system alert CA02213
mnshepherd, 02/06/2016 03:40:56PM, view, system alert CA02213
mlblack, 08/04/2016 12:42:50AM, view, system alert CA02213
ttschubert, 02/04/2015 09:03:59PM, view, system alert CA02203
gmgoins, 09/19/2015 12:23:32PM, view, system alert CA02193
wjloyd, 04/25/2017 03:45:20PM, view, system alert CA02082
gphsu, 04/08/2017 11:58:15AM, view, system alert CA02082
tbbeard, 03/11/2017 01:56:51PM, view, system alert CA02082
wjloyd, 01/21/2015 01:43:54PM, view, system alert CA02082
mlblack, 04/07/2015 03:56:16PM, view, system alert CA02082
hflovell, 08/13/2016 06:35:18AM, view, system alert CA02082
pdferrari, 09/10/2015 10:54:15PM, view, system alert CA02082
wjloyd, 04/02/2015 04:46:49PM, view, system alert CA02082
mlblack, 05/11/2017 11:26:33PM, view, system alert CA02082
ttschubert, 09/21/2017 07:19:51PM, view, system alert CA02082
gphsu, 05/10/2015 06:10:20PM, view, system alert CA02082
lzkinard, 10/03/2015 06:08:57PM, view, system alert CA02082
mlblack, 07/19/2015 02:58:39AM, view, system alert CA02082
akbonilla, 10/12/2017 04:27:08AM, view, system alert CA02082
wjloyd, 10/06/2017 10:44:50PM, view, system alert CA02082
wjloyd, 08/12/2015 10:37:54AM, view, system alert CA02082
hqcooney, 06/21/2015 12:47:05AM, view, system alert CA02082
pdferrari, 01/10/2015 07:00:32AM, view, system alert CA02082
mlblack, 04/11/2017 10:18:56PM, view, system alert CA02082
wjloyd, 10/20/2017 06:08:23AM, view, system alert CA02082
hflovell, 05/11/2017 01:23:02AM, view, system alert CA02082
hqcooney, 02/05/2015 02:12:14PM, view, system alert CA02082
hqcooney, 02/11/2015 03:19:57AM, view, system alert CA02082
tbbeard, 06/08/2016 01:35:06PM, view, system alert CA02082
hflovell, 03/19/2016 01:22:50AM, view, system alert CA02082
tbbeard, 02/06/2015 06:52:03AM, view, system alert CA02082
ttschubert, 10/26/2016 08:01:06PM, view, system alert CA02082
pdferrari, 05/20/2016 12:09:58AM, view, system alert CA02082
mlblack, 03/08/2016 11:26:36AM, view, system alert CA02082
lzkinard, 08/12/2017 01:33:59AM, view, system alert CA02082
hflovell, 11/19/2016 02:26:09PM, view, system alert CA02082
wjloyd, 06/24/2017 10:42:34AM, view, system alert CA02082
gphsu, 08/22/2017 04:40:19PM, view, system alert CA02082
hflovell, 03/05/2016 04:38:32AM, view, system alert CA02030
wjloyd, 01/11/2015 02:08:40AM, view, system alert CA02030
tbbeard, 05/19/2016 08:02:03AM, view, system alert CA01978
mlblack, 02/06/2015 12:25:04AM, view, system alert CA01964
gphsu, 09/06/2017 11:26:35PM, view, system alert CA01957
mnshepherd, 02/15/2017 08:52:14AM, view, system alert CA01938
gphsu, 07/10/2017 05:51:43AM, view, system alert CA01885
mlblack, 06/10/2015 09:04:56PM, view, system alert CA01845
akbonilla, 07/10/2016 01:06:06AM, view, system alert CA01845
akbonilla, 03/22/2015 06:12:22AM, view, system alert CA01845
gphsu, 07/19/2016 11:34:16PM, view, system alert CA01845
gmgoins, 03/19/2015 12:18:19PM, view, system alert CA01845
pdferrari, 12/24/2016 07:06:57AM, view, system alert CA01845
tbbeard, 07/05/2016 09:43:11AM, view, system alert CA01845
hflovell, 05/07/2017 04:38:30AM, view, system alert CA01845
gmgoins, 12/01/2015 11:10:48PM, view, system alert CA01845
tbbeard, 10/01/2016 06:22:14AM, view, system alert CA01759
ttschubert, 06/15/2015 10:21:11PM, view, system alert CA01727
ttschubert, 05/05/2017 01:48:03AM, view, system alert CA01700
gphsu, 09/10/2016 05:56:05PM, view, system alert CA01700
wjloyd, 08/05/2015 05:09:53AM, view, system alert CA01644
akbonilla, 04/18/2016 03:55:14PM, view, system alert CA01636
tbbeard, 05/09/2016 05:45:37AM, view, system alert CA01611
tbbeard, 04/13/2015 08:58:42PM, view, system alert CA01611
hqcooney, 11/25/2016 01:53:57PM, view, system alert CA01611
tbbeard, 01/25/2016 11:47:26AM, view, system alert CA01611
gmgoins, 06/10/2016 10:17:57PM, view, system alert CA01611
tbbeard, 10/04/2017 01:56:07PM, view, system alert CA01611
lzkinard, 11/27/2016 11:23:30AM, view, system alert CA01611
akbonilla, 09/03/2016 10:39:17AM, view, system alert CA01611
lzkinard, 11/16/2016 12:32:56AM, view, system alert CA01611
pdferrari, 03/22/2015 12:07:24AM, view, system alert CA01611
gmgoins, 05/07/2017 11:08:03AM, view, system alert CA01611
mlblack, 02/17/2017 09:58:40AM, view, system alert CA01611
gmgoins, 03/01/2016 04:22:04PM, view, system alert CA01611
ttschubert, 01/15/2015 07:37:51PM, view, system alert CA01611
mlblack, 02/16/2017 12:33:19PM, view, system alert CA01611
mnshepherd, 10/16/2017 11:16:19PM, view, system alert CA01611
mlblack, 10/03/2015 12:52:46AM, view, system alert CA01611
ttschubert, 08/10/2016 12:57:00AM, view, system alert CA01611
hflovell, 04/18/2016 01:57:33PM, view, system alert CA01611
tbbeard, 10/09/2015 01:43:56AM, view, system alert CA01611
gmgoins, 04/04/2016 12:28:00PM, view, system alert CA01611
akbonilla, 09/16/2017 03:39:42PM, view, system alert CA01611
tbbeard, 09/19/2016 11:02:24AM, view, system alert CA01611
mnshepherd, 07/08/2016 10:42:40AM, view, system alert CA01611
mlblack, 05/25/2017 06:48:18AM, view, system alert CA01611
hqcooney, 06/11/2015 10:39:17PM, view, system alert CA01611
lzkinard, 03/02/2015 03:36:53AM, view, system alert CA01611
mlblack, 10/22/2015 09:21:23PM, view, system alert CA01611
mlblack, 03/27/2015 06:36:30PM, view, system alert CA01571
gphsu, 09/12/2015 10:33:56PM, view, system alert CA01571
hqcooney, 03/12/2016 12:48:18AM, view, system alert CA01571
akbonilla, 10/21/2015 03:58:09PM, view, system alert CA01571
lzkinard, 10/02/2016 05:23:46AM, view, system alert CA01571
hflovell, 08/05/2015 12:00:34PM, view, system alert CA01571
hflovell, 10/11/2017 01:35:49AM, view, system alert CA01571
lzkinard, 10/22/2016 06:53:48PM, view, system alert CA01571
akbonilla, 03/18/2017 05:14:52PM, view, system alert CA01571
pdferrari, 12/21/2015 11:22:11AM, view, system alert CA01571
pdferrari, 11/04/2017 09:05:04AM, view, system alert CA01571
lzkinard, 08/16/2015 07:37:10PM, view, system alert CA01571
gmgoins, 12/19/2015 06:13:15AM, view, system alert CA01571
gmgoins, 04/17/2017 09:09:35AM, view, system alert CA01571
akbonilla, 09/23/2017 01:14:07PM, view, system alert CA01571
hflovell, 09/19/2016 09:52:17PM, view, system alert CA01571
hqcooney, 08/25/2016 10:50:33PM, view, system alert CA01571
ttschubert, 11/13/2017 06:08:30PM, view, system alert CA01571
wjloyd, 10/10/2016 12:43:15PM, view, system alert CA01571
hflovell, 08/05/2017 05:51:05AM, view, system alert CA01571
hflovell, 10/14/2015 06:50:29PM, view, system alert CA01571
tbbeard, 11/18/2017 04:37:04AM, view, system alert CA01571
hflovell, 09/18/2016 12:53:00PM, view, system alert CA01571
gphsu, 10/22/2015 04:25:08PM, view, system alert CA01552
tbbeard, 02/10/2017 08:22:47AM, view, system alert CA01544
mlblack, 08/26/2017 12:04:24AM, view, system alert CA01440
pdferrari, 10/15/2015 07:12:10AM, view, system alert CA01411
gmgoins, 12/13/2016 10:22:52AM, view, system alert CA01395
hqcooney, 04/04/2015 11:09:10AM, view, system alert CA01394
ttschubert, 03/25/2017 11:16:27AM, view, system alert CA01394
akbonilla, 05/08/2017 10:52:41PM, view, system alert CA01265
mnshepherd, 04/16/2016 08:29:32PM, view, system alert CA01265
vtaranda, 12/17/2016 11:22:32PM, view, system alert CA01265
tbbeard, 05/14/2016 01:22:25AM, view, system alert CA01265
mnshepherd, 01/22/2016 01:03:15PM, view, system alert CA01256
hflovell, 12/25/2015 08:31:21PM, view, system alert CA01174
vtaranda, 02/22/2016 05:54:31PM, view, system alert CA01174
akbonilla, 06/13/2016 10:09:09AM, view, system alert CA01174
