USERNAME, TIMESTAMP, ACTION, RESOURCE
pdferrari, 01/01/2017 10:38:56AM, update, patient specific instructions A762
akbonilla, 07/17/2017 09:20:35PM, update, patient specific instructions A1500
akbonilla, 10/20/2015 10:22:10AM, update, patient specific instructions A1438
hflovell, 11/26/2017 10:38:54AM, update, patient specific instructions A1438
gphsu, 07/14/2016 12:20:54PM, update, patient specific instructions A1438
hqcooney, 01/13/2016 04:55:38PM, update, office visit OV05542
hflovell, 02/04/2016 10:05:16PM, update, office visit OV05542
akbonilla, 10/24/2015 07:50:39PM, update, office visit OV05542
akbonilla, 05/11/2017 05:22:17PM, update, office visit OV05542
gphsu, 08/05/2016 03:22:45PM, update, office visit OV05542
pdferrari, 05/09/2016 10:01:01AM, update, office visit OV05542
akbonilla, 06/20/2016 09:20:55PM, update, office visit OV05542
akbonilla, 08/17/2016 11:51:06AM, update, office visit OV05542
gphsu, 05/17/2015 01:19:12PM, update, office visit OV05542
tbbeard, 08/03/2015 04:06:44AM, update, office visit OV05542
hqcooney, 01/17/2016 12:18:53PM, update, office visit OV05542
pdferrari, 10/18/2017 09:39:11AM, update, office visit OV05542
gphsu, 11/22/2015 02:08:31AM, update, office visit OV05542
hflovell, 07/12/2017 10:05:50PM, update, office visit OV05542
akbonilla, 10/19/2016 02:29:02AM, update, office visit OV05542
hqcooney, 12/14/2017 06:49:39PM, update, office visit OV05542
pdferrari, 10/01/2016 03:52:35PM, update, office visit OV05542
akbonilla, 01/26/2016 10:02:37PM, update, office visit OV05542
gphsu, 12/22/2017 08:12:31PM, update, office visit OV05542
tbbeard, 01/15/2015 08:45:04PM, update, office visit OV05542
tbbeard, 10/16/2017 12:13:04AM, update, office visit OV05542
tbbeard, 11/02/2017 05:01:37PM, update, office visit OV05542
hflovell, 07/11/2015 04:17:39AM, update, office visit OV05542
akbonilla, 08/26/2017 02:04:16PM, update, office visit OV05542
tbbeard, 03/23/2016 09:44:05PM, update, office visit OV05542
tbbeard, 02/24/2016 02:06:08AM, update, office visit OV05542
tbbeard, 09/22/2016 02:56:01PM, update, office visit OV05542
hqcooney, 06/27/2017 07:27:02AM, update, office visit OV05542
tbbeard, 07/25/2016 12:45:17PM, update, office visit OV02230
pdferrari, 09/15/2015 05:21:20PM, update, office visit OV01046
tbbeard, 03/03/2017 07:15:53PM, update, office visit OV01046
gphsu, 10/02/2016 10:03:54PM, update, office visit OV01046
hqcooney, 01/15/2017 09:03:18AM, update, office visit OV01046
akbonilla, 07/05/2016 11:39:50PM, update, office visit OV01046
hflovell, 09/19/2016 04:24:10PM, update, office visit OV01046
tbbeard, 07/05/2017 08:43:08AM, update, office visit OV01046
hqcooney, 07/09/2015 12:56:12PM, update, office visit OV01046
gphsu, 03/11/2016 12:57:59PM, update, office visit OV01046
hqcooney, 11/14/2016 09:40:52AM, update, office visit OV01046
pdferrari, 10/20/2015 08:56:12AM, update, office visit OV01046
tbbeard, 09/08/2015 01:37:15PM, update, office visit OV01046
gphsu, 01/24/2016 08:23:23PM, update, office visit OV01046
hflovell, 03/05/2015 05:28:33PM, update, office visit OV01046
tbbeard, 06/12/2016 06:32:17PM, update, office visit OV01046
gphsu, 01/04/2016 06:11:41PM, update, office visit OV01046
gphsu, 01/18/2017 01:36:09AM, update, office visit OV01046
akbonilla, 10/27/2017 04:40:23AM, update, office visit OV01046
hqcooney, 08/11/2016 06:26:08PM, update, office visit OV01046
pdferrari, 11/20/2017 04:01:16AM, update, office visit OV01046
pdferrari, 02/08/2015 07:28:03AM, update, office visit OV01046
akbonilla, 05/20/2017 11:13:06PM, update, office visit OV01046
akbonilla, 01/16/2016 12:50:06PM, update, office visit OV01046
akbonilla, 08/26/2015 10:23:45PM, update, office visit OV01046
pdferrari, 04/04/2017 12:30:15PM, update, office visit OV01046
hflovell, 10/11/2015 08:15:48AM, update, office visit OV01046
hqcooney, 07/03/2015 11:52:00AM, update, office visit OV01046
tbbeard, 07/13/2015 09:50:08PM, update, notification NX4740
gphsu, 12/25/2015 05:12:26PM, update, notification NX4113
gphsu, 07/12/2017 07:53:31PM, update, notification NX3894
pdferrari, 07/09/2016 02:52:54PM, update, notification NX3894
akbonilla, 05/22/2017 06:08:43AM, update, notification NX3894
hflovell, 06/23/2015 07:00:14PM, update, notification NX3894
gphsu, 05/15/2017 12:13:35AM, update, notification NX3894
pdferrari, 08/15/2015 08:22:01AM, update, notification NX3894
akbonilla, 09/09/2015 05:52:57AM, update, notification NX3894
akbonilla, 11/05/2015 05:27:05PM, update, notification NX3894
akbonilla, 02/20/2016 02:58:46PM, update, notification NX3894
hflovell, 04/02/2017 07:17:33PM, update, notification NX3894
hqcooney, 12/19/2015 06:19:58AM, update, notification NX3894
hqcooney, 07/14/2016 02:58:56PM, update, notification NX3894
hqcooney, 11/24/2015 03:45:51PM, update, notification NX3894
hflovell, 06/27/2016 09:54:54AM, update, notification NX3894
gphsu, 09/08/2015 05:20:43AM, update, notification NX3894
pdferrari, 06/25/2017 06:42:30AM, update, notification NX3894
akbonilla, 03/21/2016 12:54:57AM, update, notification NX3894
akbonilla, 01/13/2016 10:51:36PM, update, notification NX3894
hflovell, 10/26/2015 07:01:13AM, update, notification NX3894
tbbeard, 08/14/2015 09:24:59AM, update, notification NX3894
akbonilla, 01/02/2016 09:25:56PM, update, notification NX3894
akbonilla, 04/19/2015 11:05:59PM, update, notification NX3894
hflovell, 02/13/2016 12:30:04AM, update, notification NX3894
akbonilla, 03/24/2016 11:38:15PM, update, notification NX3182
tbbeard, 05/26/2015 12:00:38AM, update, notification NX1991
pdferrari, 04/26/2017 04:42:02PM, update, notification NX1991
hflovell, 03/10/2016 04:35:26PM, update, notification NX1991
akbonilla, 08/25/2017 10:10:13AM, update, notification NX1991
akbonilla, 04/04/2016 08:20:13PM, update, notification NX1991
gphsu, 05/13/2017 10:19:43PM, update, notification NX1991
gphsu, 04/18/2016 11:43:29PM, update, notification NX1991
hflovell, 06/25/2016 11:10:03AM, update, notification NX1991
hflovell, 11/22/2016 03:49:00PM, update, notification NX1991
hflovell, 07/07/2016 08:10:21AM, update, notification NX1991
tbbeard, 08/07/2015 06:53:05PM, update, notification NX1991
hflovell, 12/14/2015 08:04:20AM, update, notification NX1991
akbonilla, 11/24/2017 01:58:49AM, update, notification NX1991
hflovell, 07/25/2017 08:20:48AM, update, notification NX1991
hqcooney, 05/10/2015 05:43:20AM, update, notification NX1991
hqcooney, 04/03/2016 01:40:11PM, update, notification NX0633
gphsu, 06/01/2017 04:50:37AM, update, notification NX0633
hflovell, 12/10/2017 04:17:28PM, update, notification NX0028
gphsu, 12/08/2016 09:32:32AM, update, message M4980
tbbeard, 08/01/2017 05:45:19AM, update, message M1619
hqcooney, 05/12/2017 05:02:22PM, update, message M1619
gphsu, 03/13/2016 12:22:55PM, update, message M1475
gphsu, 12/03/2016 06:53:49AM, update, appointment A003693
tbbeard, 11/26/2017 02:46:22AM, update, appointment A003693
pdferrari, 03/07/2015 03:31:49AM, update, appointment A002976
gphsu, 11/10/2015 10:27:13PM, update, appointment A002976
hqcooney, 12/26/2017 03:06:30PM, update, appointment A002976
akbonilla, 09/05/2015 11:34:27AM, update, appointment A002976
hqcooney, 10/10/2015 06:31:41PM, update, appointment A002976
tbbeard, 10/01/2015 01:27:33PM, update, appointment A002976
gphsu, 03/19/2017 12:02:59AM, update, appointment A002976
gphsu, 08/05/2015 02:29:29AM, update, appointment A002192
tbbeard, 03/01/2017 10:03:07AM, update, appointment A002192
gphsu, 05/04/2015 06:00:01PM, update, appointment A002192
gphsu, 09/16/2017 05:39:39AM, update, appointment A002192
hflovell, 03/08/2016 07:28:50PM, update, appointment A002012
akbonilla, 10/09/2016 06:54:07AM, update, appointment A001535
hqcooney, 04/09/2017 07:39:42AM, update, ND code 73
akbonilla, 03/26/2017 07:54:02AM, update, ND code 73
akbonilla, 02/02/2017 01:51:59AM, update, ND code 73
akbonilla, 01/14/2016 08:05:04AM, update, ND code 73
tbbeard, 01/04/2017 10:38:37PM, update, LOINC code 54
pdferrari, 06/24/2017 06:20:51PM, update, LOINC code 213
gphsu, 08/03/2015 01:37:15AM, update, ICD-9 Code 993
hflovell, 06/10/2016 03:42:47PM, update, ICD-9 Code 582
tbbeard, 08/26/2017 09:33:53PM, update, ICD-9 Code 582
hflovell, 05/03/2015 08:18:44AM, update, ICD-9 Code 582
hflovell, 01/22/2017 06:48:24PM, update, ICD-9 Code 582
hflovell, 04/17/2017 02:59:11AM, update, ICD-9 Code 582
gphsu, 08/23/2015 09:18:47AM, update, ICD-9 Code 582
hflovell, 09/16/2017 03:23:04AM, update, ICD-9 Code 582
pdferrari, 08/02/2017 09:12:34PM, update, ICD-9 Code 582
gphsu, 03/12/2015 12:47:07PM, update, ICD-9 Code 582
pdferrari, 08/26/2016 05:50:50PM, update, ICD-9 Code 582
hflovell, 09/19/2017 09:24:26AM, update, ICD-9 Code 582
akbonilla, 10/05/2016 04:32:13PM, update, ICD-9 Code 582
hqcooney, 10/02/2016 02:23:59AM, update, ICD-9 Code 485
hflovell, 07/02/2017 06:09:27AM, update, ICD-9 Code 485
pdferrari, 03/03/2015 03:05:33AM, update, ICD-9 Code 485
akbonilla, 05/09/2015 10:50:26PM, update, ICD-9 Code 485
hflovell, 12/02/2016 06:16:57PM, update, ICD-9 Code 485
pdferrari, 12/18/2015 03:37:26AM, update, ICD-9 Code 485
hflovell, 06/26/2017 05:38:28AM, update, ICD-9 Code 485
hflovell, 09/24/2015 10:25:38AM, update, ICD-9 Code 485
hflovell, 11/23/2016 10:16:30AM, update, ICD-9 Code 485
pdferrari, 04/18/2017 03:30:41AM, update, ICD-9 Code 485
hflovell, 02/03/2017 08:45:05AM, update, ICD-9 Code 485
akbonilla, 09/09/2017 01:13:36AM, update, ICD-9 Code 485
tbbeard, 01/15/2017 10:54:04AM, update, ICD-9 Code 485
pdferrari, 02/01/2016 12:41:33AM, update, ICD-9 Code 485
tbbeard, 03/27/2015 07:47:50AM, update, ICD-9 Code 485
gphsu, 11/23/2015 05:29:01AM, update, ICD-9 Code 485
hqcooney, 03/23/2015 12:20:26AM, update, ICD-9 Code 485
hflovell, 01/14/2017 07:52:39AM, update, ICD-9 Code 485
akbonilla, 02/19/2016 10:30:59AM, update, ICD-9 Code 485
hflovell, 04/22/2015 03:24:39AM, update, ICD-9 Code 485
pdferrari, 10/02/2015 02:46:50PM, update, ICD-9 Code 485
hflovell, 09/11/2015 04:15:59PM, update, ICD-9 Code 485
pdferrari, 02/04/2017 04:48:37AM, update, ICD-9 Code 485
akbonilla, 11/14/2015 08:36:16AM, update, ICD-9 Code 485
pdferrari, 04/20/2015 06:43:39PM, update, ICD-9 Code 485
gphsu, 03/09/2017 05:11:58PM, update, ICD-9 Code 485
gphsu, 02/11/2017 02:40:35AM, update, ICD-9 Code 485
tbbeard, 03/26/2015 10:06:23PM, update, ICD-9 Code 485
pdferrari, 12/03/2015 01:53:57PM, update, ICD Code 24
pdferrari, 08/24/2017 06:27:41PM, update, ICD Code 24
gphsu, 10/09/2016 01:18:05AM, update, CPT Code 208
hqcooney, 04/02/2015 03:11:46PM, update, CPT Code 208
akbonilla, 09/17/2016 12:01:49AM, unmerge, system alert CA03955
hqcooney, 01/19/2017 07:40:45PM, unmerge, system alert CA03955
gphsu, 09/05/2017 04:46:31AM, unmerge, system alert CA03955
akbonilla, 07/24/2015 06:18:43PM, unmerge, system alert CA03955
pdferrari, 04/18/2017 10:40:36PM, unmerge, system alert CA03955
gphsu, 12/11/2016 12:17:48PM, unmerge, system alert CA03955
tbbeard, 07/08/2016 08:46:06PM, unmerge, system alert CA03955
hflovell, 02/24/2017 08:30:10AM, unmerge, system alert CA03955
gphsu, 10/13/2016 01:15:33AM, unmerge, system alert CA03955
gphsu, 10/17/2016 06:38:18PM, unmerge, system alert CA03955
hflovell, 05/23/2016 07:45:15PM, unmerge, system alert CA03955
tbbeard, 10/19/2015 12:48:12AM, unmerge, system alert CA03955
hflovell, 05/05/2016 08:12:46PM, unmerge, system alert CA03955
pdferrari, 02/13/2016 11:44:04PM, unmerge, system alert CA03955
hqcooney, 10/24/2015 09:54:20AM, unmerge, system alert CA03955
gphsu, 11/16/2017 10:01:37AM, unmerge, system alert CA03955
tbbeard, 06/16/2016 05:30:58PM, unmerge, system alert CA03955
akbonilla, 04/06/2015 03:21:23AM, unmerge, system alert CA03955
tbbeard, 08/25/2015 01:56:22PM, unmerge, system alert CA03955
gphsu, 07/12/2016 11:54:04AM, unmerge, system alert CA02784
hflovell, 11/20/2015 04:31:00PM, unmerge, system alert CA02784
pdferrari, 01/08/2017 07:40:26PM, unmerge, system alert CA02784
pdferrari, 03/09/2015 11:57:34PM, unmerge, system alert CA01799
akbonilla, 02/04/2015 08:04:29AM, unmerge, office visit OV05150
akbonilla, 10/27/2016 10:17:43PM, unmerge, office visit OV04938
gphsu, 12/01/2017 11:42:43AM, unmerge, office visit OV04938
gphsu, 04/09/2015 05:47:44AM, unmerge, office visit OV04938
pdferrari, 08/15/2016 02:43:21PM, unmerge, office visit OV04938
hqcooney, 06/09/2016 06:01:31PM, unmerge, office visit OV04938
pdferrari, 01/19/2017 08:52:08PM, unmerge, office visit OV04120
hqcooney, 09/19/2017 08:47:13AM, unmerge, notification NX4035
gphsu, 10/14/2017 07:10:02AM, unmerge, notification NX4035
akbonilla, 07/01/2016 08:09:34AM, unmerge, notification NX4035
tbbeard, 09/26/2016 09:27:57AM, unmerge, notification NX3000
pdferrari, 07/13/2017 04:08:13PM, unmerge, notification NX2543
hqcooney, 04/21/2016 02:35:41PM, unmerge, message M5982
akbonilla, 06/05/2017 10:45:16PM, unmerge, message M5054
pdferrari, 07/18/2016 11:07:41PM, unmerge, message M5054
akbonilla, 08/15/2016 02:04:33AM, unmerge, message M4858
akbonilla, 02/15/2015 05:43:18PM, unmerge, message M4858
gphsu, 05/09/2017 12:32:18AM, unmerge, message M4858
hflovell, 02/20/2015 03:02:15PM, unmerge, message M4858
hflovell, 06/22/2016 07:36:37AM, unmerge, message M4858
tbbeard, 08/12/2015 07:06:55PM, unmerge, message M4858
pdferrari, 06/04/2016 10:46:39PM, unmerge, message M4858
hflovell, 06/21/2017 06:26:25PM, unmerge, message M4858
pdferrari, 12/02/2015 03:43:22PM, unmerge, message M4858
akbonilla, 06/03/2015 11:41:38AM, unmerge, message M4858
pdferrari, 07/22/2015 06:13:31AM, unmerge, message M4858
gphsu, 03/22/2017 05:10:27PM, unmerge, message M4858
tbbeard, 10/10/2016 06:36:26AM, unmerge, message M4858
pdferrari, 09/16/2017 06:01:29PM, unmerge, message M4858
hflovell, 03/27/2017 12:08:41AM, unmerge, message M4858
akbonilla, 09/08/2015 04:49:24AM, unmerge, message M4858
gphsu, 05/21/2016 07:50:38PM, unmerge, message M4858
akbonilla, 05/26/2016 05:58:56PM, unmerge, message M4858
hflovell, 08/05/2015 08:51:46PM, unmerge, message M4858
akbonilla, 11/09/2016 05:25:14AM, unmerge, message M4858
gphsu, 07/18/2016 09:56:50PM, unmerge, message M4858
gphsu, 10/25/2016 03:35:19PM, unmerge, message M4858
gphsu, 06/17/2017 07:01:43AM, unmerge, message M4392
pdferrari, 09/25/2016 05:26:29AM, unmerge, message M4392
akbonilla, 03/01/2015 09:22:45AM, unmerge, message M4392
hqcooney, 01/04/2015 11:14:21PM, unmerge, message M4392
hflovell, 06/08/2015 05:33:13AM, unmerge, message M4392
tbbeard, 10/22/2017 04:35:36AM, unmerge, message M4392
hqcooney, 01/22/2017 04:47:00AM, unmerge, message M4392
pdferrari, 12/12/2017 08:07:52AM, unmerge, message M4392
akbonilla, 03/21/2017 08:30:38AM, unmerge, message M4392
hqcooney, 04/11/2017 02:22:16PM, unmerge, message M4392
pdferrari, 04/19/2016 04:11:45AM, unmerge, message M4392
hqcooney, 05/17/2017 04:11:18PM, unmerge, message M4392
hqcooney, 08/15/2015 09:26:23PM, unmerge, message M4392
hflovell, 12/26/2015 01:52:30AM, unmerge, message M4392
hflovell, 06/03/2017 03:55:50AM, unmerge, message M3424
tbbeard, 10/18/2016 09:28:44AM, unmerge, message M3375
pdferrari, 12/09/2016 03:07:53AM, unmerge, message M3375
tbbeard, 06/08/2017 12:06:32PM, unmerge, message M3375
tbbeard, 11/21/2016 02:20:48PM, unmerge, message M3375
hflovell, 09/03/2015 03:04:22PM, unmerge, message M3375
akbonilla, 09/17/2015 03:29:27AM, unmerge, message M3375
hqcooney, 10/26/2016 11:11:46AM, unmerge, message M3375
tbbeard, 10/17/2016 03:51:54AM, unmerge, message M3375
gphsu, 12/01/2015 09:10:26PM, unmerge, message M3375
pdferrari, 07/01/2015 12:35:10AM, unmerge, message M3375
